name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,location
"4600 Elmont Dr Austin, TX 78741",01/05/2020,74.3,42.2,57.3,74.3,40.5,56.8,33.6,43.5,0.0,0,0.0,,0,0,24.8,16.5,216.2,1025.1,0.2,9.9,159.7,13.9,6,,2020-01-05T07:28:07,2020-01-05T17:44:20,0.34,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/06/2020,74.8,39.1,56.7,74.8,39.1,56.6,41.6,60.5,0.0,0,0.0,,0,0,26.2,15.6,246.3,1020.8,15.5,9.9,146.4,12.6,6,,2020-01-06T07:28:15,2020-01-06T17:45:06,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/07/2020,67.4,36.8,52.0,67.4,36.8,51.4,23.7,37.3,0.0,0,0.0,,0,0,24.9,14.6,2.0,1028.9,6.8,9.9,163.2,14.3,6,,2020-01-07T07:28:21,2020-01-07T17:45:53,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/08/2020,70.6,30.4,51.4,70.6,30.4,51.4,35.7,57.2,0.0,0,0.0,,0,0,27.9,16.9,163.3,1024.4,32.2,9.9,157.0,13.6,6,,2020-01-08T07:28:25,2020-01-08T17:46:41,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/09/2020,77.6,62.9,68.9,77.6,62.9,68.9,60.3,74.7,0.0,0,0.0,,0,0,31.1,19.7,170.3,1014.6,85.9,9.5,46.1,4.0,2,,2020-01-09T07:28:27,2020-01-09T17:47:29,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/10/2020,77.9,60.1,71.0,77.9,60.1,71.0,63.0,76.0,0.235,100,12.5,rain,0,0,35.8,27.2,168.9,1007.9,80.8,9.5,40.0,3.6,2,,2020-01-10T07:28:28,2020-01-10T17:48:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/11/2020,58.8,39.0,51.1,58.8,39.0,49.5,39.2,65.1,0.205,100,12.5,rain,0,0,29.4,17.9,322.1,1018.8,42.1,9.9,150.2,12.9,6,,2020-01-11T07:28:27,2020-01-11T17:49:08,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/12/2020,62.1,31.4,46.0,62.1,31.4,45.8,37.8,75.1,0.0,0,0.0,,0,0,20.6,10.6,178.6,1022.1,35.5,9.6,120.2,10.3,5,,2020-01-12T07:28:25,2020-01-12T17:49:58,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/13/2020,60.7,49.6,56.1,60.7,49.6,56.1,54.0,92.7,0.057,100,25.0,rain,0,0,11.2,4.0,80.5,1021.0,97.8,3.2,27.9,2.6,1,,2020-01-13T07:28:20,2020-01-13T17:50:48,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/14/2020,75.3,60.1,65.5,75.3,60.1,65.5,62.7,90.9,0.001,100,4.17,rain,0,0,16.3,9.1,158.8,1018.2,84.1,3.5,56.8,4.9,2,,2020-01-14T07:28:14,2020-01-14T17:51:39,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/15/2020,81.6,68.2,73.2,83.0,68.2,73.3,66.5,80.8,0.011,100,8.33,rain,0,0,24.2,14.1,174.0,1017.3,79.6,7.1,83.8,7.4,3,,2020-01-15T07:28:07,2020-01-15T17:52:30,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/16/2020,70.2,56.8,62.2,70.2,56.8,62.2,59.6,91.1,0.351,100,29.17,rain,0,0,20.8,14.8,13.8,1023.4,92.0,6.1,25.3,2.2,1,,2020-01-16T07:27:57,2020-01-16T17:53:22,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,E0214,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/17/2020,59.6,51.3,56.1,59.6,51.3,56.1,53.7,92.0,0.111,100,37.5,rain,0,0,26.6,6.4,333.4,1022.0,92.2,6.1,36.5,3.1,2,,2020-01-17T07:27:46,2020-01-17T17:54:14,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/18/2020,69.0,49.9,62.2,69.0,44.5,62.0,51.4,70.7,0.007,100,4.17,rain,0,0,29.0,17.0,3.5,1022.5,63.4,7.6,90.8,8.0,5,,2020-01-18T07:27:34,2020-01-18T17:55:06,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/19/2020,57.4,38.6,48.0,57.4,33.3,44.0,24.0,39.8,0.0,0,0.0,,0,0,29.8,18.3,17.7,1032.2,12.5,9.9,171.1,14.6,7,,2020-01-19T07:27:20,2020-01-19T17:55:58,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/20/2020,60.9,31.3,44.9,60.9,31.3,44.4,28.0,56.1,0.0,0,0.0,,0,0,13.2,8.1,17.3,1034.3,31.7,9.9,168.3,14.6,6,,2020-01-20T07:27:04,2020-01-20T17:56:51,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,72064800230,KEDC,C2969,72254013904,EAUT2",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/21/2020,61.8,39.3,50.9,61.8,39.3,50.9,34.2,56.0,0.0,0,0.0,,0,0,27.6,15.8,147.6,1029.4,70.0,9.9,127.5,11.0,5,,2020-01-21T07:26:46,2020-01-21T17:57:43,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/22/2020,58.5,47.6,53.4,58.5,42.9,52.5,50.8,91.2,0.897,100,83.33,rain,0,0,24.6,10.4,146.2,1016.9,94.0,4.9,18.0,1.5,1,,2020-01-22T07:26:27,2020-01-22T17:58:36,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,E0214,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/23/2020,65.9,44.2,54.8,65.9,44.2,54.6,47.8,79.1,0.02,100,4.17,rain,0,0,26.2,14.9,348.2,1015.5,35.7,7.9,156.9,13.6,6,,2020-01-23T07:26:06,2020-01-23T17:59:29,0.96,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/24/2020,66.9,39.4,51.5,66.9,37.8,51.2,36.2,62.3,0.0,0,0.0,,0,0,14.1,7.8,336.0,1020.9,6.4,9.7,172.6,14.9,7,,2020-01-24T07:25:43,2020-01-24T18:00:22,0.0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/25/2020,66.2,38.4,53.6,66.2,38.4,53.6,45.3,74.9,0.024,100,16.67,rain,0,0,25.7,15.8,173.7,1018.6,50.5,9.2,79.5,7.0,4,,2020-01-25T07:25:19,2020-01-25T18:01:15,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/26/2020,77.3,50.5,63.0,77.3,50.5,63.0,51.4,70.7,0.011,100,4.17,rain,0,0,18.3,8.5,1.3,1015.1,30.5,7.2,176.6,15.4,7,,2020-01-26T07:24:54,2020-01-26T18:02:08,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/27/2020,69.0,43.5,54.7,69.0,43.5,54.7,49.3,83.0,0.0,0,0.0,,0,0,21.0,10.9,140.9,1015.2,35.0,8.0,123.6,10.7,6,,2020-01-27T07:24:27,2020-01-27T18:03:01,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/28/2020,72.7,50.4,58.4,72.7,50.4,58.4,48.0,71.6,0.251,100,20.83,rain,0,0,32.0,18.8,257.6,1012.7,52.9,8.0,147.5,12.7,7,,2020-01-28T07:23:58,2020-01-28T18:03:54,0.12,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/29/2020,61.8,44.1,51.6,61.8,40.6,49.4,37.9,60.4,0.0,0,0.0,,0,0,24.1,15.0,350.3,1017.6,7.3,9.9,185.1,16.1,7,,2020-01-29T07:23:28,2020-01-29T18:04:46,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/30/2020,49.5,43.1,46.8,47.4,38.2,43.2,39.9,77.0,0.004,100,4.17,rain,0,0,18.1,10.5,18.1,1019.6,92.4,9.5,48.0,4.2,3,,2020-01-30T07:22:56,2020-01-30T18:05:39,0.19,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",01/31/2020,61.1,42.0,50.3,61.1,42.0,49.1,38.2,65.1,0.0,0,0.0,,0,0,18.3,8.7,351.9,1021.7,54.0,9.9,154.0,13.3,7,,2020-01-31T07:22:22,2020-01-31T18:06:31,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/01/2020,73.5,37.1,52.8,73.5,33.7,51.8,32.8,54.2,0.0,0,0.0,,0,0,23.0,10.5,283.7,1024.3,13.9,9.9,188.3,16.2,7,,2020-02-01T07:21:48,2020-02-01T18:07:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/02/2020,77.8,38.6,57.7,77.8,38.3,57.6,33.6,46.1,0.0,0,0.0,,0,0,27.0,17.8,197.7,1018.9,31.4,9.9,186.2,16.1,7,,2020-02-02T07:21:12,2020-02-02T18:08:15,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/03/2020,72.7,55.4,64.3,72.7,55.4,64.3,55.6,73.9,0.0,0,0.0,,0,0,30.4,17.5,177.5,1010.0,62.0,9.9,71.9,6.3,3,,2020-02-03T07:20:34,2020-02-03T18:09:07,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/04/2020,77.5,47.8,64.9,77.5,42.2,64.2,57.2,76.9,0.0,0,0.0,,0,0,28.3,20.2,50.9,1007.9,70.2,9.5,120.3,10.6,5,,2020-02-04T07:19:55,2020-02-04T18:09:59,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/05/2020,46.8,35.0,41.0,39.9,27.1,33.1,33.9,76.1,0.007,100,4.17,"rain,snow",0,0,31.2,18.8,345.2,1011.5,96.5,8.2,48.5,4.3,2,,2020-02-05T07:19:15,2020-02-05T18:10:50,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/06/2020,54.7,32.4,41.0,54.7,25.6,37.8,24.0,55.0,0.015,100,8.33,"rain,snow",0,0,26.5,13.5,311.8,1011.6,24.6,9.7,192.0,16.4,7,,2020-02-06T07:18:33,2020-02-06T18:11:41,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/07/2020,74.9,33.0,52.2,74.9,33.0,51.9,29.3,45.9,0.0,0,0.0,,0,0,30.3,17.1,245.3,1012.9,21.2,9.9,192.0,16.7,7,,2020-02-07T07:17:50,2020-02-07T18:12:32,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/08/2020,69.1,39.8,55.5,69.1,36.1,54.6,42.0,61.3,0.0,0,0.0,,0,0,28.3,13.1,93.9,1019.8,61.0,9.9,94.7,8.2,4,,2020-02-08T07:17:05,2020-02-08T18:13:22,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/09/2020,72.7,62.3,67.9,72.7,62.3,67.9,64.4,88.8,0.049,100,29.17,rain,0,0,28.9,17.7,165.5,1014.7,97.4,7.4,24.6,1.9,1,,2020-02-09T07:16:20,2020-02-09T18:14:12,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/10/2020,71.4,48.4,58.7,71.4,42.8,57.7,54.9,87.4,0.18,100,25.0,rain,0,0,25.1,19.0,6.5,1014.2,94.5,5.9,16.4,1.2,1,,2020-02-10T07:15:33,2020-02-10T18:15:02,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/11/2020,47.7,43.9,45.5,42.7,37.3,39.8,42.2,87.9,0.249,100,66.67,rain,0,0,25.1,14.1,4.0,1018.1,97.1,6.4,20.1,1.8,1,,2020-02-11T07:14:45,2020-02-11T18:15:51,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/12/2020,57.1,43.9,48.1,57.1,38.7,45.9,43.5,84.5,0.953,100,33.33,rain,0,0,31.3,13.8,324.7,1013.1,59.7,8.2,96.0,8.4,4,,2020-02-12T07:13:55,2020-02-12T18:16:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/13/2020,53.1,38.1,45.9,53.1,34.8,42.4,37.1,72.2,0.0,0,0.0,,0,0,28.9,17.2,12.7,1023.8,25.2,9.9,193.8,16.8,8,,2020-02-13T07:13:05,2020-02-13T18:17:29,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/14/2020,58.2,31.6,43.6,58.2,25.7,40.8,32.9,68.0,0.0,0,0.0,,0,0,24.2,10.3,39.3,1029.3,8.9,9.9,202.5,17.4,7,,2020-02-14T07:12:13,2020-02-14T18:18:17,0.69,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/15/2020,64.7,34.3,50.7,64.7,34.3,50.7,43.2,76.8,0.0,0,0.0,,0,0,23.5,13.4,180.8,1022.7,63.6,9.3,87.5,7.6,3,,2020-02-15T07:11:20,2020-02-15T18:19:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/16/2020,76.2,47.2,60.7,76.2,47.2,60.7,53.7,79.1,0.0,0,0.0,,0,0,17.2,8.7,208.4,1015.6,55.9,9.0,116.6,10.1,6,,2020-02-16T07:10:26,2020-02-16T18:19:52,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/17/2020,78.9,56.0,69.1,78.9,56.0,69.1,63.5,83.6,0.009,100,12.5,rain,0,0,24.4,14.4,195.6,1010.2,63.5,7.5,98.3,8.4,5,,2020-02-17T07:09:32,2020-02-17T18:20:39,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/18/2020,72.2,50.5,63.3,72.2,50.5,63.3,58.4,84.4,0.036,100,20.83,rain,0,0,32.2,17.6,3.5,1015.5,91.8,6.7,21.8,1.8,1,,2020-02-18T07:08:36,2020-02-18T18:21:26,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/19/2020,51.0,47.8,49.2,51.0,43.5,45.7,45.7,87.8,0.071,100,41.67,rain,0,0,21.9,15.6,13.8,1023.4,97.6,7.9,20.7,1.8,1,,2020-02-19T07:07:39,2020-02-19T18:22:12,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/20/2020,51.4,44.8,47.0,51.4,37.6,41.8,41.1,80.6,0.36,100,58.33,rain,0,0,34.1,22.7,7.1,1029.0,73.0,7.9,27.8,2.3,1,,2020-02-20T07:06:41,2020-02-20T18:22:58,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/21/2020,53.8,35.9,44.6,53.8,28.4,40.7,32.0,62.1,0.0,0,0.0,,0,0,22.5,14.1,17.5,1036.8,27.4,9.9,202.7,17.4,7,,2020-02-21T07:05:42,2020-02-21T18:23:44,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/22/2020,63.2,40.5,52.1,63.2,40.5,52.0,37.9,60.1,0.0,0,0.0,,0,0,23.0,12.7,167.6,1027.5,57.4,9.9,191.7,16.6,7,,2020-02-22T07:04:42,2020-02-22T18:24:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/23/2020,69.5,53.8,61.3,69.5,53.8,61.3,53.5,75.6,0.0,0,0.0,,0,0,27.7,15.5,165.2,1016.4,94.4,9.9,45.0,3.9,2,,2020-02-23T07:03:41,2020-02-23T18:25:14,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/24/2020,69.9,49.6,63.4,69.9,49.6,63.4,49.0,63.6,0.004,100,4.17,rain,0,0,22.3,10.8,283.1,1010.4,51.8,9.7,113.4,9.5,4,,2020-02-24T07:02:40,2020-02-24T18:25:58,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,E0214,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/25/2020,66.7,43.2,55.1,66.7,39.1,54.4,38.6,56.9,0.0,0,0.0,,0,0,31.1,17.6,357.4,1014.4,23.7,9.9,210.3,18.2,8,,2020-02-25T07:01:38,2020-02-25T18:26:42,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/26/2020,55.0,36.0,46.8,55.0,32.2,43.1,23.1,40.5,0.0,0,0.0,,0,0,37.1,21.9,339.4,1029.3,36.2,9.9,217.3,18.6,8,,2020-02-26T07:00:35,2020-02-26T18:27:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/27/2020,63.1,28.3,45.2,63.1,28.3,44.7,23.2,47.6,0.0,0,0.0,,0,0,19.4,9.3,219.3,1029.1,0.0,9.9,227.1,19.6,8,,2020-02-27T06:59:31,2020-02-27T18:28:09,0.14,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/28/2020,73.3,34.4,52.8,73.3,30.5,52.0,28.5,43.5,0.0,0,0.0,,0,0,15.2,8.5,256.0,1027.6,28.3,9.8,216.0,18.7,8,,2020-02-28T06:58:26,2020-02-28T18:28:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",02/29/2020,74.3,37.5,57.2,74.3,37.5,57.2,38.7,53.9,0.0,0,0.0,,0,0,32.7,18.5,175.5,1022.7,35.6,9.8,224.8,19.4,8,,2020-02-29T06:57:21,2020-02-29T18:29:35,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/01/2020,76.9,56.0,65.1,76.9,56.0,65.1,56.9,76.2,0.0,0,0.0,,0,0,29.1,16.5,186.3,1013.0,61.4,9.9,113.3,9.8,5,,2020-03-01T06:56:15,2020-03-01T18:30:17,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/02/2020,77.3,65.3,69.6,77.3,65.3,69.6,63.1,81.0,0.0,0,0.0,,0,0,22.8,12.6,189.7,1009.3,78.9,8.4,89.5,7.8,4,,2020-03-02T06:55:08,2020-03-02T18:30:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/03/2020,74.6,61.9,69.2,74.6,61.9,69.2,63.5,82.6,0.0,0,0.0,,0,0,23.5,13.7,60.3,1008.0,68.1,6.8,58.9,4.9,2,,2020-03-03T06:54:01,2020-03-03T18:31:40,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/04/2020,68.3,53.9,62.7,68.3,53.9,62.7,57.8,84.2,1.019,100,37.5,rain,0,0,34.2,19.5,17.3,1009.7,87.4,7.6,47.9,4.2,2,,2020-03-04T06:52:53,2020-03-04T18:32:21,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/05/2020,74.4,48.5,59.6,74.4,46.8,59.5,43.5,60.0,0.0,0,0.0,,0,0,30.2,14.5,345.1,1023.5,21.0,9.9,235.1,20.1,8,,2020-03-05T06:51:45,2020-03-05T18:33:02,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
"4600 Elmont Dr Austin, TX 78741",03/06/2020,69.7,46.6,57.7,69.7,46.4,57.5,33.9,44.7,0.0,0,0.0,,0,0,32.7,19.2,22.9,1030.9,26.3,9.9,239.8,20.6,8,,2020-03-06T06:50:36,2020-03-06T18:33:43,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958",ELMONT
